Reservoir_ID,Site_ID,Site_ID_pseudonym,Collection_Date,Date,SiteID,Full_Sample_ID,Sample_Year,Bloom_onset_date,avg_Bloom_Onset_date,BACI_classification,working_bloom_onset_date,control_impact,temp_ID,Species_Name,Count,Size,Functional_Group,Trophic_Group,Feeding_Type,FTG_Combined,Trophic_Group_General,Depth_m,chl_a_ugL,Temp_C,pH,SPC_uScm,DO_mgL,DO_percent,Secchi_m,WaterDepth_m,Microcystin_ugL,Cylindrospermopsin_ugL,HCB_Count,Dominant_Taxa,Taxa_1,Taxa_1_count,Taxa_2,Taxa_2_count,Taxa_3,Taxa_3_count,DEQ_Site_ID,DEQ_Sampling_Date,before_after,equation_classifcation,LnA,B,EQ_no,FF,pct_BV,WW_DW,biomass_needAbundance,biomass
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Daphnia_galeata_mendote,0.002897854,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Daphnia_pulex,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Daphnia_schodleri,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Daphnia_pulicaria,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Daphnia_rosea,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Diaphanosoma_birgei,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.289,3.04,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Ceriodaphnia_reticulata,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,2.83,3.15,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Moina_spp,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.889,2.57,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Bosmina_longirostris,1.68E-05,0.488,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,2.712,2.53,NA,NA,NA,NA,2.451934,4.11E-05
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Macrothrix_rosea,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,2.768,3.84,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Kurzia_latissima,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,4.543,3.64,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Leydlgla_quadrangularis,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,2.768,3.84,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Chydorus_sphaericus,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,4.543,3.64,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Leptodora_kindti,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,0.822,2.67,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Pseudo_chydorus_globosus,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,4.543,3.64,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Polyphemus_pediculus,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,2.779,2.15,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Holopedium_gibberum,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,2.073,3.19,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Calanoida_general,0.001842566,0.564,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.59,2.59,NA,NA,NA,NA,1.112605,0.002050049
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Leptodiaptomus_ashlandi,NA,NA,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.59,2.59,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,H_Shoshone,0.000134005,1.706,Calanoida,Omnivore,Raptorial,Omnivore_ Raptorial,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.59,2.59,NA,NA,NA,NA,19.55933,0.002621044
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Cyclopoida_general,0.00110554,0.631,Cyclopoida,Omnivore,Raptorial,Omnivore _ Raptorial,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.66,3.97,NA,NA,NA,NA,0.8453672,0.000934587
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Cyclops_bicuspidatus_thomasi,6.70E-05,0.853,Cyclopoida,Omnivore carnivore,Raptorial,Omnivore carnivore_ Raptorial,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.66,3.97,NA,NA,NA,NA,2.79767,0.000187451
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Eucyclops_spp,NA,NA,Cyclopoida,Omnivore herbivore,Raptorial,Omnivore herbivore_ Raptorial,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.66,3.97,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Notholca_spp,NA,NA,Rotifera,Herbivore,R-Filtration,Herbivore_ R-Filtration,Herbivore_Rotifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,1,NA,NA,1,0.035,0,0.1,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Polyarthra_spp,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,1,NA,NA,1,0.28,0.1,0.1,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Ascomorpha_spp,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,1,NA,NA,1,0.12,0,0.1,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Asplanchna_spp,NA,NA,Rotifera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore_Rotifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,1,NA,NA,1,0.23,0,0.039,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Amphipoda_general,NA,NA,Amphipoda,NA,NA,NA_ NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Mites_general,NA,NA,Arachnida,NA,NA,NA_ NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Alpine_general,NA,NA,Alpine,NA,NA,NA_ NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Daphnia_middenorfiana,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Nauplii_general,0.002060324,0.258,Nauplii,NA,NA,NA_ NA,Nauplii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.953,2.4,NA,NA,NA,NA,0.2729383,0.000562341
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Ostracod,3.35E-05,1.331,Ostrocoda,NA,NA,NA_ NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Daphnia_Retrocurva,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Eubosmina_coregoni,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,0,2.712,2.53,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Snail_spp,NA,NA,Gastropoda,NA,NA,NA_ NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Diptera_spp,NA,NA,Insecta,NA,NA,NA_ NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
FON,P3_DUP,A,6/30/2021,6/30/2021,FON_P3_DUP,FON_P3_DUP_20210630,2021,8/19/2021,9/1/2021,Before_Impact,8/19/2021,Impact,FON_P3_20210630,Gastropus_spp,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197991,Lyngbya,Lyngbya,2383022,Leptolyngbya,1000169,Aphanizomenon flos-aquae,678719.8,W-Central Ramp,NA,Before,1,NA,NA,1,0.2,0,0.1,NA,NA
GLN,P1,A,6/9/2021,6/9/2021,GLN_P1,GLN_P1_20210609,2021,9/8/2021,9/1/2021,Before_Impact,9/8/2021,Impact,GLN_P1_20210609,Cladocera_general,1.97E-05,NA,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore,0.5,1.324885,20.53333,8.556667,608,8.326667,NA,5.9,20.4216,NA,NA,2267297,Dolichospermum,Dolichospermum,1525494,Aphanizomenon flos-aquae,668353.8,Gloeotrichia echinulata,73449.7,Custer Cove Campground,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
GLN,P1,A,6/9/2021,6/9/2021,GLN_P1,GLN_P1_20210609,2021,9/8/2021,9/1/2021,Before_Impact,9/8/2021,Impact,GLN_P1_20210609,Daphnia_galeata_mendote,0.01194925,1.126,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,1.324885,20.53333,8.556667,608,8.326667,NA,5.9,20.4216,NA,NA,2267297,Dolichospermum,Dolichospermum,1525494,Aphanizomenon flos-aquae,668353.8,Gloeotrichia echinulata,73449.7,Custer Cove Campground,NA,Before,0,1.603,2.84,NA,NA,NA,NA,6.95894,0.08315409
GLN,P1,A,6/9/2021,6/9/2021,GLN_P1,GLN_P1_20210609,2021,9/8/2021,9/1/2021,Before_Impact,9/8/2021,Impact,GLN_P1_20210609,Daphnia_pulex,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,1.324885,20.53333,8.556667,608,8.326667,NA,5.9,20.4216,NA,NA,2267297,Dolichospermum,Dolichospermum,1525494,Aphanizomenon flos-aquae,668353.8,Gloeotrichia echinulata,73449.7,Custer Cove Campground,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
GLN,P1,A,6/9/2021,6/9/2021,GLN_P1,GLN_P1_20210609,2021,9/8/2021,9/1/2021,Before_Impact,9/8/2021,Impact,GLN_P1_20210609,Daphnia_schodleri,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,1.324885,20.53333,8.556667,608,8.326667,NA,5.9,20.4216,NA,NA,2267297,Dolichospermum,Dolichospermum,1525494,Aphanizomenon flos-aquae,668353.8,Gloeotrichia echinulata,73449.7,Custer Cove Campground,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
GLN,P1,A,6/9/2021,6/9/2021,GLN_P1,GLN_P1_20210609,2021,9/8/2021,9/1/2021,Before_Impact,9/8/2021,Impact,GLN_P1_20210609,Daphnia_pulicaria,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,1.324885,20.53333,8.556667,608,8.326667,NA,5.9,20.4216,NA,NA,2267297,Dolichospermum,Dolichospermum,1525494,Aphanizomenon flos-aquae,668353.8,Gloeotrichia echinulata,73449.7,Custer Cove Campground,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
GLN,P1,A,6/9/2021,6/9/2021,GLN_P1,GLN_P1_20210609,2021,9/8/2021,9/1/2021,Before_Impact,9/8/2021,Impact,GLN_P1_20210609,Daphnia_rosea,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,1.324885,20.53333,8.556667,608,8.326667,NA,5.9,20.4216,NA,NA,2267297,Dolichospermum,Dolichospermum,1525494,Aphanizomenon flos-aquae,668353.8,Gloeotrichia echinulata,73449.7,Custer Cove Campground,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
GLN,P1,A,6/9/2021,6/9/2021,GLN_P1,GLN_P1_20210609,2021,9/8/2021,9/1/2021,Before_Impact,9/8/2021,Impact,GLN_P1_20210609,Diaphanosoma_birgei,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore,0.5,1.324885,20.53333,8.556667,608,8.326667,NA,5.9,20.4216,NA,NA,2267297,Dolichospermum,Dolichospermum,1525494,Aphanizomenon flos-aquae,668353.8,Gloeotrichia echinulata,73449.7,Custer Cove Campground,NA,Before,0,1.289,3.04,NA,NA,NA,NA,NA,NA
GLN,P1,A,6/9/2021,6/9/2021,GLN_P1,GLN_P1_20210609,2021,9/8/2021,9/1/2021,Before_Impact,9/8/2021,Impact,GLN_P1_20210609,Ceriodaphnia_reticulata,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,1.324885,20.53333,8.556667,608,8.326667,NA,5.9,20.4216,NA,NA,2267297,Dolichospermum,Dolichospermum,1525494,Aphanizomenon flos-aquae,668353.8,Gloeotrichia echinulata,73449.7,Custer Cove Campground,NA,Before,0,2.83,3.15,NA,NA,NA,NA,NA,NA
GLN,P1,A,6/9/2021,6/9/2021,GLN_P1,GLN_P1_20210609,2021,9/8/2021,9/1/2021,Before_Impact,9/8/2021,Impact,GLN_P1_20210609,Moina_spp,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,1.324885,20.53333,8.556667,608,8.326667,NA,5.9,20.4216,NA,NA,2267297,Dolichospermum,Dolichospermum,1525494,Aphanizomenon flos-aquae,668353.8,Gloeotrichia echinulata,73449.7,Custer Cove Campground,NA,Before,0,1.889,2.57,NA,NA,NA,NA,NA,NA
